,,,,,,,,,,,,,,Buy,,,,,,,,,,,,,Sell,,,,,,,,,,,
,nifty_buy1.3,nifty_buy1.5,nifty_buy1.7,nifty_buy3.3,nifty_buy3.5,nifty_buy3.7,nifty_buy5.3,nifty_buy5.5,nifty_buy5.7,nifty1,nifty3,nifty5,Close, ret1.3 , ret1.5 , ret1.7 , ret3.3 , ret3.5 , ret3.7 , ret5.3 , ret5.5 , ret5.7 ,ret1,ret3,ret5,, ret1.3 , ret1.5 , ret1.7 , ret3.3 , ret3.5 , ret3.7 , ret5.3 , ret5.5 , ret5.7 ,ret1,ret3,ret5
123,1,0,1,1,0,1,1,0,1,1,0,1,10797.9,0.004,0,0.004,0.014,0,0.014,0.022,0,0.022,0.004,0,0,,0,-0.004,0,0,-0.014,0,0,-0.022,0,,,
124,0,0,1,1,0,1,0,0,1,1,0,1,10844.65,0,0,0,0.015,0,0.015,0,0,0.013,0,0,0,,0,0,0,0,-0.014,0,-0.013,-0.013,0,,,
125,0,1,1,0,1,1,0,1,1,1,0,1,10847.9,0,0.009,0.009,0,0.017,0.017,0,0.021,0.021,0.009,0,0,,-0.009,0,0,-0.017,0,0,-0.021,0,0,,,
126,0,1,1,0,1,1,0,0,1,1,1,1,10946.2,0,0.005,0.005,0,0.003,0.003,0,0,0.005,0.005,0.003,0,,-0.005,0,0,-0.003,0,0,-0.005,-0.005,0,,,
127,0,1,1,0,1,1,0,0,1,1,0,1,11003.05,0,0.003,0.003,0,0.007,0.007,0,0,-0.017,0.003,0,0,,-0.003,0,0,-0.007,0,0,0.017,0.017,0,,,
128,0,1,1,0,1,1,0,0,1,1,1,1,11035.7,0,-0.005,-0.005,0,-0.003,-0.003,0,0,-0.018,-0.005,-0.003,0,,0.005,0,0,0.003,0,0,0.018,0.018,0,,,
129,1,1,1,1,1,1,1,1,0,1,1,1,10982.8,0.008,0.008,0.008,-0.015,-0.015,-0.015,-0.025,-0.025,0,0.008,-0.015,0,,0,0,0,0,0,0,0,0,0.026,,,
130,1,1,1,0,1,1,0,1,0,1,1,1,11075.9,-0.007,-0.007,-0.007,0,-0.021,-0.021,0,0.018,0,-0.007,-0.021,0,,0,0,0,0.022,0,0,-0.018,0,-0.018,,,
131,0,1,1,0,1,0,0,1,0,1,1,1,11003.5,0,-0.017,-0.017,0,-0.027,0,0,0.054,0,-0.017,-0.027,0,,0.017,0,0,0.028,0,0.028,-0.051,0,-0.051,,,
132,1,1,1,1,1,0,1,1,0,1,1,1,10817.6,0.002,0.002,0.002,0.042,0.042,0,0.071,0.071,0,0.002,0.042,0,,0,0,0,0,0,-0.04,0,0,-0.066,,,
133,1,0,1,1,0,1,1,0,0,1,1,1,10840.65,-0.013,0,-0.013,0.07,0,0.07,0.055,0,0,-0.013,0.07,0,,0,0.013,0,0,-0.065,0,0,-0.052,-0.052,,,
134,1,1,1,1,1,1,1,0,1,1,1,1,10704.8,0.053,0.053,0.053,0.083,0.083,0.083,0.081,0,0.081,0.053,0.083,0,,0,0,0,0,0,0,0,-0.075,0,,,
135,1,0,1,1,0,1,1,0,1,1,1,1,11274.2,0.029,0,0.029,0.015,0,0.015,0.021,0,0.021,0.029,0.015,0,,0,-0.028,0,0,-0.015,0,0,-0.021,0,,,
136,1,0,1,1,0,1,1,1,1,1,1,1,11600.2,-0.001,0,-0.001,-0.002,0,-0.002,-0.011,-0.011,-0.011,-0.001,-0.002,0,,0,0.001,0,0,0.003,0,0,0,0,,,
137,0,1,1,0,1,1,0,1,1,1,1,1,11588.2,0,-0.013,-0.013,0,-0.007,-0.007,0,-0.02,-0.02,-0.013,-0.007,0,,0.013,0,0,0.007,0,0,0.02,0,0,,,
138,1,1,1,1,1,1,0,1,1,1,1,1,11440.2,0.011,0.011,0.011,0.003,0.003,0.003,0,-0.011,-0.011,0.011,0.003,0,,0,0,0,0,0,0,0.011,0,0,,,
139,1,1,1,1,1,1,1,1,1,1,1,1,11571.2,-0.005,-0.005,-0.005,-0.018,-0.018,-0.018,-0.034,-0.034,-0.034,-0.005,-0.018,0,,0,0,0,0,0,0,0,0,0,,,
140,0,1,1,1,1,1,1,1,1,1,1,1,11512.4,0,-0.003,-0.003,-0.017,-0.017,-0.017,-0.034,-0.034,-0.034,-0.003,-0.017,0,,0.003,0,0,0,0,0,0,0,0,,,
141,1,1,1,1,1,1,1,1,1,1,1,1,11474.45,-0.01,-0.01,-0.01,-0.026,-0.026,-0.026,-0.014,-0.014,-0.014,-0.01,-0.026,0,,0,0,0,0,0,0,0,0,0,,,
142,1,1,0,1,1,0,1,1,1,1,1,1,11359.9,-0.004,-0.004,0,-0.021,-0.021,0,-0.011,-0.011,-0.011,-0.004,-0.021,0,,0,0,0.004,0,0,0.021,0,0,0,,,
143,1,1,1,1,1,1,1,1,1,1,1,1,11314,-0.012,-0.012,-0.012,0,0,0,-0.001,-0.001,-0.001,-0.012,0,0,,0,0,0,0,0,0,0,0,0,,,
144,1,1,0,1,1,0,1,1,0,1,1,1,11174.75,-0.004,-0.004,0,0.005,0.005,0,0.015,0.015,0,-0.004,0.005,0,,0,0,0.004,0,0,-0.005,0,0,-0.015,,,
145,1,1,1,1,1,1,1,1,1,1,1,1,11126.4,0.017,0.017,0.017,0.016,0.016,0.016,0.027,0.027,0.027,0.017,0.016,0,,0,0,0,0,0,0,0,0,0,,,
146,1,0,1,1,0,1,1,0,1,1,1,1,11313.3,-0.007,0,-0.007,0.002,0,0.002,0.013,0,0.013,-0.007,0.002,-1,,0,0.007,0,0,-0.002,0,0,-0.013,0,,,
147,1,0,1,1,0,1,1,0,1,1,1,1,11234.55,0.006,0,0.006,0.017,0,0.017,0.031,0,0.031,0.006,0.017,0,,0,-0.006,0,0,-0.017,0,0,-0.03,0,,,
148,1,0,1,1,0,1,1,0,1,1,1,1,11305.05,0.003,0,0.003,0.014,0,0.014,0.032,0,0.032,0.003,0.014,0,,0,-0.003,0,0,-0.014,0,0,-0.031,0,,,
149,1,0,1,1,0,1,1,0,1,1,1,1,11341.15,0.008,0,0.008,0.022,0,0.022,0.022,0,0.022,0.008,0.022,0,,0,-0.008,0,0,-0.021,0,0,-0.021,0,,,
150,0,1,1,0,1,1,0,1,1,1,0,1,11428.3,0,0.003,0.003,0,0.02,0.02,0,0.015,0.015,0.003,0,0,,-0.003,0,0,-0.02,0,0,-0.015,0,0,,,
151,0,1,0,0,1,0,0,1,0,0,1,0,11464,0,0.011,0,0,0.011,0,0,0.01,0,0,0.011,0,,-0.011,0,-0.011,-0.011,0,-0.011,-0.01,0,-0.01,,,
152,0,1,1,0,1,1,0,1,1,1,1,1,11586.35,0,0.007,0.007,0,0.002,0.002,0,0,0,0.007,0.002,0,,-0.006,0,0,-0.002,0,0,0,0,0,,,
153,1,1,1,1,1,1,0,1,1,1,0,1,11661.85,-0.006,-0.006,-0.006,-0.007,-0.007,-0.007,0,-0.003,-0.003,-0.006,0,0,,0,0,0,0,0,0,0.003,0,0,,,
154,1,1,1,1,1,1,1,1,1,1,0,1,11588.35,0.001,0.001,0.001,0,0,0,0.017,0.017,0.017,0.001,0,0,,0,0,0,0,0,0,0,0,0,,,
155,0,0,1,0,0,1,0,0,1,1,0,1,11604.1,0,0,-0.002,0,0,0.002,0,0,0.021,-0.002,0,0,,0.002,0.002,0,-0.002,-0.002,0,-0.02,-0.02,0,,,
156,1,1,0,1,1,0,1,1,0,1,0,1,11582.6,0,0,0,0.018,0.018,0,0.025,0.025,0,0,0,0,,0,0,0,0,0,-0.017,0,0,-0.025,,,
157,1,1,0,1,1,0,1,0,0,1,1,1,11583.9,0.004,0.004,0,0.022,0.022,0,0.026,0,0,0.004,0.022,0,,0,0,-0.004,0,0,-0.022,0,-0.026,-0.026,,,
158,1,1,0,0,1,0,0,1,0,1,1,1,11627.15,0.014,0.014,0,0,0.022,0,0,0.027,0,0.014,0.022,0,,0,0,-0.014,-0.021,0,-0.021,-0.026,0,-0.026,,,
159,0,1,0,0,1,0,0,1,0,1,1,1,11786.85,0,0.005,0,0,0.009,0,0,0.011,0,0.005,0.009,0,,-0.005,0,-0.005,-0.009,0,-0.009,-0.011,0,-0.011,,,
160,1,0,0,1,0,0,1,0,0,1,1,1,11844.1,0.003,0,0,0.008,0,0,0.01,0,0,0.003,0.008,-1,,0,-0.003,-0.003,0,-0.008,-0.008,0,-0.01,-0.01,,,
161,1,0,0,1,0,0,1,0,0,1,1,1,11877.45,0.001,0,0,0.003,0,0,0.011,0,0,0.001,0.003,0,,0,-0.001,-0.001,0,-0.003,-0.003,0,-0.011,-0.011,,,
162,1,0,0,1,0,0,0,0,0,1,1,1,11890.6,0.004,0,0,0.006,0,0,0,0,0,0.004,0.006,0,,0,-0.004,-0.004,0,-0.006,-0.006,-0.001,-0.001,-0.001,,,
163,1,0,0,1,1,0,1,0,0,1,0,1,11941.3,-0.002,0,0,0.006,0.006,0,-0.002,0,0,-0.002,0,0,,0,0.002,0.002,0,0,-0.006,0,0.002,0.002,,,
164,0,0,1,0,0,1,0,0,1,1,0,1,11917.2,0,0,0.004,0,0,-0.001,0,0,-0.006,0.004,0,-1,,-0.004,-0.004,0,0.001,0.001,0,0.006,0.006,0,,,
165,0,0,1,0,0,1,0,0,1,0,1,0,11966.05,0,0,0.004,0,0,-0.004,0,0,-0.008,0,-0.004,0,,-0.004,-0.004,0,0.004,0.004,0,0.008,0.008,0,,,
166,0,0,1,0,0,1,0,0,1,1,0,1,12012.05,0,0,-0.009,0,0,-0.014,0,0,-0.01,-0.009,0,-1,,0.009,0.009,0,0.014,0.014,0,0.01,0.01,0,,,
167,1,0,1,1,0,1,1,0,1,1,0,1,11908.15,0,0,0,-0.003,0,-0.003,-0.002,0,-0.002,0,0,-1,,0,0,0,0,0.003,0,0,0.002,0,,,
168,0,1,1,0,1,1,0,1,1,1,0,1,11913.45,0,-0.006,-0.006,0,-0.002,-0.002,0,0.002,0.002,-0.006,0,-1,,0.006,0,0,0.002,0,0,-0.002,0,0,,,
169,0,1,1,0,1,1,0,1,1,0,0,0,11840.45,0,0.003,0.003,0,0.004,0.004,0,0.013,0.013,0,0,0,,-0.003,0,0,-0.004,0,0,-0.013,0,0,,,
170,0,1,1,0,1,1,0,1,0,0,0,0,11872.1,0,0.002,0.002,0,0.006,0.006,0,0.008,0,0,0,0,,-0.002,0,0,-0.006,0,0,-0.008,0,-0.008,,,
171,0,1,1,0,1,0,0,1,0,0,0,0,11895.45,0,-0.001,-0.001,0,0.009,0,0,0.002,0,0,0,0,,0.001,0,0,-0.009,0,-0.009,-0.002,0,-0.002,,,
172,1,1,1,1,1,0,1,1,0,0,0,0,11884.5,0.005,0.005,0.005,0.007,0.007,0,0.016,0.016,0,0,0,0,,0,0,0,0,0,-0.007,0,0,-0.016,,,
173,1,1,0,1,1,0,1,1,0,0,0,0,11940.1,0.005,0.005,0,-0.002,-0.002,0,0.008,0.008,0,0,0,0,,0,0,-0.005,0,0,0.002,0,0,-0.008,,,
174,1,1,0,1,1,0,1,1,0,1,0,1,11999.1,-0.003,-0.003,0,0.006,0.006,0,0.008,0.008,0,-0.003,0,0,,0,0,0.003,0,0,-0.006,0,0,-0.008,,,
175,0,1,1,0,1,1,1,1,1,0,0,0,11968.4,0,-0.005,-0.005,0,0.006,0.006,0.015,0.015,0.015,0,0,0,,0.005,0,0,-0.006,0,0,0,0,0,,,
176,1,1,1,1,1,1,1,1,1,1,0,1,11914.4,0.013,0.013,0.013,0.016,0.016,0.016,0.012,0.012,0.012,0.013,0,0,,0,0,0,0,0,0,0,0,0,,,
177,1,0,0,1,0,0,1,0,1,1,0,1,12073.75,-0.003,0,0,0.006,0,0,-0.002,0,-0.002,-0.003,0,0,,0,0.003,0.003,0,-0.006,-0.006,0,0.002,0,,,
178,1,0,0,1,0,1,1,0,1,1,0,1,12037.7,0.005,0,0,0.002,0,0.002,-0.004,0,-0.004,0.005,0,0,,0,-0.005,-0.005,0,-0.002,0,0,0.004,0,,,
179,1,1,1,1,1,1,1,1,1,1,0,1,12100.7,0.004,0.004,0.004,-0.004,-0.004,-0.004,-0.005,-0.005,-0.005,0.004,0,0,,0,0,0,0,0,0,0,0,0,,,
180,1,1,1,1,1,1,1,1,1,1,0,1,12151.15,-0.008,-0.008,-0.008,-0.013,-0.013,-0.013,-0.011,-0.011,-0.011,-0.008,0,0,,0,0,0,0,0,0,0,0,0,,,
181,0,0,0,0,0,0,1,0,0,1,0,1,12056.05,0,0,0,0,0,0,-0.011,0,0,-0.001,0,0,,0.001,0.001,0.001,0.001,0.001,0.001,0,0.011,0.011,,,
182,0,0,0,0,0,0,0,0,0,1,0,1,12048.2,0,0,0,0,0,0,0,0,0,-0.004,0,0,,0.005,0.005,0.005,0.002,0.002,0.002,0.009,0.009,0.009,,,
183,1,1,1,1,1,1,1,1,1,1,1,1,11994.2,0.004,0.004,0.004,-0.006,-0.006,-0.006,-0.011,-0.011,-0.011,0.004,-0.006,0,,0,0,0,0,0,0,0,0,0,,,
184,1,0,1,1,1,1,1,0,1,1,1,1,12043.2,-0.002,0,-0.002,-0.009,-0.009,-0.009,-0.011,0,-0.011,-0.002,-0.009,0,,0,0.002,0,0,0,0,0,0.011,0,,,
185,0,0,1,0,0,1,0,0,1,1,1,1,12018.4,0,0,-0.008,0,0,-0.013,0,0,-0.004,-0.008,-0.013,0,,0.008,0.008,0,0.014,0.014,0,0.004,0.004,0,,,
186,0,0,1,0,0,1,0,1,1,1,1,1,11921.5,0,0,0.001,0,0,-0.001,0,0.014,0.014,0.001,-0.001,0,,-0.001,-0.001,0,0.001,0.001,0,-0.014,0,0,,,
187,1,1,1,1,1,1,1,1,1,1,1,1,11937.5,-0.007,-0.007,-0.007,0.003,0.003,0.003,0.01,0.01,0.01,-0.007,0.003,0,,0,0,0,0,0,0,0,0,0,,,
188,0,1,1,0,1,1,0,1,0,1,1,1,11856.8,0,0.004,0.004,0,0.019,0.019,0,0.026,0,0.004,0.019,0,,-0.004,0,0,-0.019,0,0,-0.025,0,-0.025,,,
189,0,1,0,0,1,0,0,1,0,1,1,1,11910.15,0,0.005,0,0,0.012,0,0,0.026,0,0.005,0.012,0,,-0.005,0,-0.005,-0.012,0,-0.012,-0.025,0,-0.025,,,
190,1,1,0,1,1,0,1,1,0,1,1,1,11971.8,0.01,0.01,0,0.016,0.016,0,0.024,0.024,0,0.01,0.016,0,,0,0,-0.01,0,0,-0.016,0,0,-0.023,,,
191,1,0,0,1,1,0,1,0,0,1,1,1,12086.7,-0.003,0,0,0.011,0.011,0,0.015,0,0,-0.003,0.011,0,,0,0.003,0.003,0,0,-0.011,0,-0.015,-0.015,,,
192,1,0,0,1,0,0,1,0,0,1,1,1,12053.95,0.009,0,0,0.017,0,0,0.017,0,0,0.009,0.017,0,,0,-0.009,-0.009,0,-0.017,-0.017,0,-0.017,-0.017,,,
193,0,0,0,1,0,0,1,0,0,1,1,1,12165,0,0,0,0.009,0,0,0.004,0,0,0.005,0.009,0,,-0.005,-0.005,-0.005,0,-0.009,-0.009,0,-0.004,-0.004,,,
194,1,1,0,1,0,0,1,0,0,1,1,1,12221.65,0.003,0.003,0,0.003,0,0,-0.008,0,0,0.003,0.003,0,,0,0,-0.003,0,-0.003,-0.003,0,0.008,0.008,,,
195,1,0,1,1,0,1,1,0,1,1,1,1,12259.7,0.001,0,0.001,-0.004,0,-0.004,-0.001,0,-0.001,0.001,-0.004,-1,,0,-0.001,0,0,0.004,0,0,0.001,0,,,
196,1,0,0,1,0,0,0,0,0,1,1,1,12271.8,-0.001,0,0,-0.012,0,0,0,0,0,-0.001,-0.012,0,,0,0.001,0.001,0,0.012,0.012,0.001,0.001,0.001,,,
197,1,0,0,1,0,0,1,0,0,1,1,1,12262.75,-0.004,0,0,-0.001,0,0,-0.008,0,0,-0.004,-0.001,0,,0,0.004,0.004,0,0.001,0.001,0,0.008,0.008,,,
198,1,1,0,1,1,0,1,0,1,1,1,1,12214.55,-0.007,-0.007,0,0.003,0.003,0,-0.003,0,-0.003,-0.007,0.003,0,,0,0,0.007,0,0,-0.003,0,0.003,0,,,
199,0,1,0,0,1,0,0,1,0,1,1,1,12126.55,0,0.01,0,0,0.003,0,0,0.013,0,0.01,0.003,-1,,-0.01,0,-0.01,-0.003,0,-0.003,-0.013,0,-0.013,,,
200,0,0,0,0,0,0,0,0,0,0,1,0,12245.8,0,0,0,0,0,0,0,0,0,0,-0.005,0,,-0.001,-0.001,-0.001,0.005,0.005,0.005,0.002,0.002,0.002,,,
201,0,0,0,0,0,0,0,0,0,1,1,1,12255.85,0,0,0,0,0,0,0,0,0,-0.007,0.002,0,,0.007,0.007,0.007,-0.002,-0.002,-0.002,0.022,0.022,0.022,,,
202,1,0,1,1,0,1,1,0,1,1,1,1,12168.45,0.001,0,0.001,0.005,0,0.005,-0.009,0,-0.009,0.001,0.005,0,,0,-0.001,0,0,-0.005,0,0,0.01,0,,,
203,1,0,1,1,0,1,1,0,1,1,1,1,12182.5,0.008,0,0.008,-0.016,0,-0.016,-0.013,0,-0.013,0.008,-0.016,0,,0,-0.008,0,0,0.016,0,0,0.013,0,,,
204,0,0,1,0,0,1,0,0,1,0,1,0,12282.2,0,0,-0.005,0,0,-0.019,0,0,-0.005,0,-0.019,0,,0.005,0.005,0,0.019,0.019,0,0.005,0.005,0,,,
205,0,0,1,0,0,1,0,0,1,0,0,0,12226.65,0,0,-0.019,0,0,-0.016,0,0,0.002,0,0,0,,0.019,0.019,0,0.017,0.017,0,-0.002,-0.002,0,,,
206,1,0,1,1,1,1,1,1,1,1,0,1,11993.05,0.005,0,0.005,0.019,0.019,0.019,0.028,0.028,0.028,0.005,0,0,,0,-0.005,0,0,0,0,0,0,0,,,
207,0,1,0,0,1,1,0,1,0,1,0,1,12052.95,0,-0.002,0,0,0.017,0.017,0,0.026,0,-0.002,0,0,,0.002,0,0.002,-0.017,0,0,-0.025,0,-0.025,,,
208,0,1,0,0,1,0,0,1,0,1,1,1,12025.35,0,0.016,0,0,0.025,0,0,0.026,0,0.016,0.025,-1,,-0.016,0,-0.016,-0.025,0,-0.025,-0.026,0,-0.026,,,
209,0,1,0,0,1,1,0,1,0,1,0,1,12215.9,0,0.003,0,0,0.012,0.012,0,0.011,0,0.003,0,-1,,-0.003,0,-0.003,-0.012,0,0,-0.011,0,-0.011,,,
210,1,0,0,1,1,0,1,1,0,1,0,1,12256.8,0.006,0,0,0.007,0.007,0,0.008,0.008,0,0.006,0,-1,,0,-0.006,-0.006,0,0,-0.007,0,0,-0.008,,,
211,1,0,0,1,0,0,1,0,0,1,0,1,12329.55,0.003,0,0,0.002,0,0,-0.009,0,0,0.003,0,-1,,0,-0.003,-0.003,0,-0.002,-0.002,0,0.009,0.009,,,
212,1,0,0,1,1,0,1,1,0,1,0,1,12362.3,-0.002,0,0,-0.001,-0.001,0,-0.016,-0.016,0,-0.002,0,-1,,0,0.002,0.002,0,0,0.001,0,0,0.016,,,
213,1,1,0,1,1,0,1,1,0,0,0,0,12343.3,0.001,0.001,0,-0.01,-0.01,0,-0.019,-0.019,0,0,0,0,,0,0,-0.001,0,0,0.01,0,0,0.02,,,
214,0,1,1,1,1,1,1,1,0,0,0,0,12355.5,0,0,0,-0.015,-0.015,-0.015,-0.014,-0.014,0,0,0,0,,0,0,0,0,0,0,0,0,0.014,,,
215,0,0,1,0,1,1,0,0,0,0,0,0,12352.35,0,0,-0.01,0,-0.02,-0.02,0,0,0,0,0,0,,0.01,0.01,0,0.02,0,0,0.008,0.008,0.008,,,
216,1,0,0,1,0,0,1,0,0,0,0,0,12224.55,-0.004,0,0,-0.004,0,0,-0.009,0,0,0,0,0,,0,0.004,0.004,0,0.004,0.004,0,0.009,0.009,,,
217,1,0,0,1,0,0,1,0,0,0,0,0,12169.85,-0.005,0,0,0.006,0,0,-0.009,0,0,0,0,0,,0,0.005,0.005,0,-0.006,-0.006,0,0.009,0.009,,,
218,1,1,0,1,1,0,1,1,0,0,0,0,12106.9,0.006,0.006,0,0.001,0.001,0,0.002,0.002,0,0,0,0,,0,0,-0.006,0,0,-0.001,0,0,-0.002,,,
219,0,1,0,0,1,0,0,0,0,1,1,1,12180.35,0,0.006,0,0,-0.01,0,0,0,0,0.006,-0.01,-1,,-0.006,0,-0.006,0.01,0,0.01,0.012,0.012,0.012,,,
220,0,0,0,0,0,0,0,0,0,0,0,0,12248.25,0,0,0,0,0,0,0,0,0,0,0,0,,0.011,0.011,0.011,0.01,0.01,0.01,0.024,0.024,0.024,,,
221,0,0,0,0,0,0,0,0,0,0,0,0,12119,0,0,0,0,0,0,0,0,0,0,0,0,,0.005,0.005,0.005,0.007,0.007,0.007,0.039,0.039,0.039,,,
222,1,0,1,1,0,1,1,0,1,0,0,0,12055.8,0.006,0,0.006,-0.008,0,-0.008,-0.029,0,-0.029,0,0,0,,0,-0.006,0,0,0.008,0,0,0.03,0,,,
223,1,0,0,1,0,0,1,0,1,0,0,0,12129.5,-0.008,0,0,-0.039,0,0,-0.012,0,-0.012,0,0,0,,0,0.008,0.008,0,0.04,0.04,0,0.013,0,,,
224,0,0,0,0,0,0,0,0,1,0,0,0,12035.8,0,0,0,0,0,0,0,0,0.004,0,0,0,,0.006,0.006,0.006,0.028,0.028,0.028,-0.004,-0.004,0,,,
225,0,0,0,0,0,0,0,0,1,1,0,1,11962.1,0,0,0,0,0,0,0,0,0.015,-0.025,0,-1,,0.026,0.026,0.026,-0.001,-0.001,-0.001,-0.014,-0.014,0,,,
226,1,1,0,1,1,0,0,1,0,1,1,1,11661.85,0.004,0.004,0,0.037,0.037,0,0,0.037,0,0.004,0.037,-1,,0,0,-0.004,0,0,-0.035,-0.036,0,-0.036,,,
227,0,0,0,0,0,0,0,0,0,1,1,1,11707.9,0,0,0,0,0,0,0,0,0,0.023,0.037,-1,,-0.023,-0.023,-0.023,-0.035,-0.035,-0.035,-0.027,-0.027,-0.027,,,
228,0,0,0,0,0,0,0,1,0,1,1,1,11979.65,0,0,0,0,0,0,0,0.011,0,0.009,0.01,0,,-0.009,-0.009,-0.009,-0.01,-0.01,-0.01,-0.011,0,-0.011,,,
229,0,0,0,0,0,0,0,0,0,1,1,1,12089.15,0,0,0,0,0,0,0,0,0,0.004,-0.005,0,,-0.004,-0.004,-0.004,0.005,0.005,0.005,-0.009,-0.009,-0.009,,,
230,1,0,0,1,0,0,1,0,0,0,1,0,12137.95,-0.003,0,0,-0.002,0,0,0.003,0,0,0,-0.002,0,,0,0.003,0.003,0,0.002,0.002,0,-0.003,-0.003,,,
231,1,0,0,0,0,0,1,0,0,0,0,0,12098.35,-0.006,0,0,0,0,0,0.001,0,0,0,0,0,,0,0.006,0.006,-0.008,-0.008,-0.008,0,-0.001,-0.001,,,
232,0,0,0,0,0,0,1,0,0,0,1,0,12031.5,0,0,0,0,0,0,0.001,0,0,0,0.012,0,,-0.006,-0.006,-0.006,-0.012,-0.012,-0.012,0,-0.001,-0.001,,,
233,0,1,0,0,0,0,1,0,0,1,1,1,12107.9,0,0.008,0,0,0,0,-0.01,0,0,0.008,0,0,,-0.008,0,-0.008,0,0,0,0,0.01,0.01,,,
234,0,0,1,0,0,0,0,0,1,1,1,1,12201.2,0,0,-0.002,0,0,0,0,0,-0.006,-0.002,-0.013,0,,0.002,0.002,0,0.013,0.013,0.013,0.006,0.006,0,,,
235,0,0,0,0,0,0,0,0,1,1,1,1,12174.65,0,0,0,0,0,0,0,0,-0.008,-0.005,-0.015,0,,0.005,0.005,0.005,0.015,0.015,0.015,0.008,0.008,0,,,
236,0,0,1,0,0,0,0,0,1,1,1,1,12113.45,0,0,-0.006,0,0,0,0,0,-0.023,-0.006,0.001,0,,0.006,0.006,0,-0.001,-0.001,-0.001,0.024,0.024,0,,,
237,1,0,1,0,0,0,0,0,1,1,1,1,12045.8,-0.004,0,-0.004,0,0,0,0,0,-0.021,-0.004,0.003,0,,0,0.004,0,-0.003,-0.003,-0.003,0.021,0.021,0,,,
238,1,1,1,0,0,1,0,0,1,1,1,1,11992.5,0.011,0.011,0.011,0,0,-0.014,0,0,-0.026,0.011,-0.014,0,,0,0,0,0.014,0.014,0,0.027,0.027,0,,,
239,0,0,1,0,0,0,0,1,1,1,1,1,12125.9,0,0,-0.004,0,0,0,0,-0.041,-0.041,-0.004,-0.027,0,,0.004,0.004,0,0.028,0.028,0.028,0.042,0,0,,,
240,0,1,0,0,0,0,0,0,1,1,1,1,12080.85,0,-0.021,0,0,0,0,0,0,-0.073,-0.021,-0.033,0,,0.021,0,0.021,0.034,0.034,0.034,0.078,0.078,0,,,
241,0,1,1,0,0,1,0,1,1,1,1,1,11829.4,0,-0.003,-0.003,0,0,-0.017,0,-0.059,-0.059,-0.003,-0.017,0,,0.003,0,0,0.017,0.017,0,0.063,0,0,,,
242,1,1,0,0,1,0,0,1,1,1,1,1,11797.9,-0.01,-0.01,0,0,-0.051,0,0,-0.042,-0.042,-0.01,-0.051,0,,0,0,0.01,0.053,0,0.053,0.044,0,0,,,
243,0,1,0,0,1,0,1,1,1,1,1,1,11678.5,0,-0.004,0,0,-0.047,0,-0.037,-0.037,-0.037,-0.004,-0.047,0,,0.004,0,0.004,0.049,0,0.049,0,0,0,,,
244,0,0,1,0,0,1,0,0,1,1,1,1,11633.3,0,0,-0.037,0,0,-0.028,0,0,-0.031,-0.037,-0.028,0,,0.039,0.039,0,0.029,0.029,0,0.032,0.032,0,,,
245,1,1,1,1,0,1,1,1,1,1,1,1,11201.75,-0.006,-0.006,-0.006,0.004,0,0.004,-0.019,-0.019,-0.019,-0.006,0.004,0,,0,0,0,0,-0.004,0,0,0,0,,,
246,1,0,1,1,0,1,1,0,1,1,1,1,11132.75,0.015,0,0.015,0.012,0,0.012,-0.061,0,-0.061,0.015,0.012,0,,0,-0.015,0,0,-0.012,0,0,0.065,0,,,
247,1,0,1,1,0,1,1,0,1,1,1,1,11303.3,-0.005,0,-0.005,-0.028,0,-0.028,-0.075,0,-0.075,-0.005,-0.028,0,,0,0.005,0,0,0.029,0,0,0.081,0,,,
248,0,1,0,0,1,1,0,1,1,1,1,1,11251,0,0.002,0,0,-0.071,-0.071,0,-0.148,-0.148,0.002,-0.071,0,,-0.002,0,-0.002,0.077,0,0,0.173,0,0,,,
249,1,1,0,0,1,1,1,1,1,1,1,1,11269,-0.025,-0.025,0,0,-0.072,-0.072,-0.117,-0.117,-0.117,-0.025,-0.072,0,,0,0,0.025,0.078,0,0,0,0,0,,,
250,0,1,1,0,1,1,0,1,1,1,1,1,10989.45,0,-0.049,-0.049,0,-0.127,-0.127,0,-0.163,-0.163,-0.049,-0.127,0,,0.051,0,0,0.146,0,0,0.195,0,0,,,
251,0,0,1,0,1,1,0,1,1,1,1,1,10451.45,0,0,0.001,0,-0.047,-0.047,0,-0.142,-0.142,0.001,-0.047,0,,-0.001,-0.001,0,0.05,0,0,0.166,0,0,,,
252,1,0,0,1,0,0,1,0,1,1,1,1,10458.4,-0.083,0,0,-0.121,0,0,-0.19,0,-0.19,-0.083,-0.121,0,,0,0.091,0.091,0,0.137,0.137,0,0.235,0,,,
253,1,0,1,1,0,1,1,0,1,1,1,1,9590.15,0.038,0,0.038,-0.065,0,-0.065,-0.138,0,-0.138,0.038,-0.065,0,,0,-0.037,0,0,0.069,0,0,0.161,0,,,
254,1,1,1,1,1,1,1,1,1,1,1,1,9955.2,-0.076,-0.076,-0.076,-0.149,-0.149,-0.149,-0.122,-0.122,-0.122,-0.076,-0.149,0,,0,0,0,0,0,0,0,0,0,,,
255,0,1,0,0,1,1,0,1,1,1,1,1,9197.4,0,-0.025,0,0,-0.102,-0.102,0,-0.173,-0.173,-0.025,-0.102,0,,0.026,0,0.026,0.113,0,0,0.209,0,0,,,
