,,,,,,,,,,,,,,Buy,,,,,,,,,,,,,Sell,,,,,,,,,,,
,nifty_buy1.3,nifty_buy1.5,nifty_buy1.7,nifty_buy3.3,nifty_buy3.5,nifty_buy3.7,nifty_buy5.3,nifty_buy5.5,nifty_buy5.7,nifty1,nifty3,nifty5,Close, ret1.3 , ret1.5 , ret1.7 , ret3.3 , ret3.5 , ret3.7 , ret5.3 , ret5.5 , ret5.7 ,ret1,ret3,ret5,, ret1.3 , ret1.5 , ret1.7 , ret3.3 , ret3.5 , ret3.7 , ret5.3 , ret5.5 , ret5.7 ,ret1,ret3,ret5
388,1,0,1,1,1,1,1,0,1,1,1,1,11050.25,0.016,0,0.016,0.018,0.018,0.018,0.041,0,0.041,0.016,0.018,0,,0,-0.016,0,0,0,0,0,-0.039,0,,,
389,0,0,1,0,0,1,0,0,1,1,1,1,11227.55,0,0,0,0,0,0.017,0,0,0.039,0,0.017,0,,0,0,0,-0.017,-0.017,0,-0.037,-0.037,0,,,
390,1,0,1,1,0,1,1,0,1,1,1,1,11222.4,0.002,0,0.002,0.025,0,0.025,0.046,0,0.046,0.002,0.025,0,,0,-0.002,0,0,-0.024,0,0,-0.044,0,,,
391,0,0,1,0,1,1,0,1,1,1,1,1,11247.55,0,0,0.015,0,0.037,0.037,0,0.052,0.052,0.015,0.037,0,,-0.015,-0.015,0,-0.036,0,0,-0.05,0,0,,,
392,1,1,1,1,1,1,1,1,1,1,1,1,11416.95,0.008,0.008,0.008,0.028,0.028,0.028,0.044,0.044,0.044,0.008,0.028,0,,0,0,0,0,0,0,0,0,0,,,
393,0,1,1,0,1,1,0,1,1,1,1,1,11503.35,0,0.014,0.014,0,0.029,0.029,0,0.037,0.037,0.014,0.029,0,,-0.014,0,0,-0.028,0,0,-0.036,0,0,,,
394,0,1,1,0,1,1,0,1,1,1,1,1,11662.4,0,0.007,0.007,0,0.022,0.022,0,0.023,0.023,0.007,0.022,0,,-0.007,0,0,-0.021,0,0,-0.023,0,0,,,
395,0,1,1,1,1,1,1,1,1,1,1,1,11738.85,0,0.008,0.008,0.016,0.016,0.016,0.02,0.02,0.02,0.008,0.016,0,,-0.008,0,0,0,0,0,0,0,0,,,
396,0,1,0,1,1,1,1,1,1,1,1,1,11834.6,0,0.007,0,0.008,0.008,0.008,-0.013,-0.013,-0.013,0.007,0.008,0,,-0.007,0,-0.007,0,0,0,0,0,0,,,
397,1,1,0,1,1,1,1,1,1,1,1,1,11914.2,0.001,0.001,0,0.005,0.005,0.005,-0.013,-0.013,-0.013,0.001,0.005,0,,0,0,-0.001,0,0,0,0,0,0,,,
398,1,1,1,1,1,1,1,1,1,1,1,1,11930.95,0,0,0,-0.021,-0.021,-0.021,-0.005,-0.005,-0.005,0,-0.021,0,,0,0,0,0,0,0,0,0,0,,,
399,1,1,1,1,1,1,1,1,1,1,1,1,11934.5,0.003,0.003,0.003,-0.014,-0.014,-0.014,-0.003,-0.003,-0.003,0.003,-0.014,0,,0,0,0,0,0,0,0,0,0,,,
400,1,1,1,1,1,1,1,1,1,1,1,1,11971.05,-0.024,-0.024,-0.024,-0.008,-0.008,-0.008,-0.003,-0.003,-0.003,-0.024,-0.008,0,,0,0,0,0,0,0,0,0,0,,,
401,1,1,0,1,1,1,1,1,1,1,1,1,11680.35,0.007,0.007,0,0.019,0.019,0.019,0.019,0.019,0.019,0.007,0.019,0,,0,0,-0.007,0,0,0,0,0,0,,,
402,1,1,1,1,1,1,1,1,1,1,0,1,11762.45,0.009,0.009,0.009,0.015,0.015,0.015,0.014,0.014,0.014,0.009,0,0,,0,0,0,0,0,0,0,0,0,,,
403,1,1,1,1,1,1,1,1,1,1,1,1,11873.05,0.002,0.002,0.002,0.002,0.002,0.002,-0.009,-0.009,-0.009,0.002,0.002,0,,0,0,0,0,0,0,0,0,0,,,
404,1,1,1,1,1,1,1,1,1,1,1,1,11896.8,0.003,0.003,0.003,0.003,0.003,0.003,-0.001,-0.001,-0.001,0.003,0.003,0,,0,0,0,0,0,0,0,0,0,,,
405,1,0,0,1,0,1,1,1,1,1,1,1,11937.65,-0.003,0,0,-0.014,0,-0.014,-0.017,-0.017,-0.017,-0.003,-0.014,0,,0,0.003,0.003,0,0.014,0,0,0,0,,,
406,1,1,1,1,1,1,1,1,1,1,1,1,11896.45,0.003,0.003,0.003,-0.001,-0.001,-0.001,-0.019,-0.019,-0.019,0.003,-0.001,0,,0,0,0,0,0,0,0,0,0,,,
407,1,1,1,1,1,1,1,1,1,1,1,1,11930.35,-0.014,-0.014,-0.014,-0.017,-0.017,-0.017,-0.024,-0.024,-0.024,-0.014,-0.017,0,,0,0,0,0,0,0,0,0,0,,,
408,1,1,1,1,1,1,1,1,1,1,1,1,11767.75,0.01,0.01,0.01,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,0.01,-0.008,0,,0,0,0,0,0,0,0,0,0,,,
409,0,0,1,0,1,1,0,1,1,1,1,1,11889.4,0,0,-0.013,0,-0.021,-0.021,0,-0.006,-0.006,-0.013,-0.021,0,,0.014,0.014,0,0.021,0,0,0.006,0,0,,,
410,1,1,1,1,1,1,1,1,1,1,1,1,11729.6,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,0.015,0.015,0.015,-0.005,-0.005,0,,0,0,0,0,0,0,0,0,0,,,
411,1,1,1,1,1,1,1,1,1,1,1,1,11670.8,-0.002,-0.002,-0.002,0.012,0.012,0.012,0.039,0.039,0.039,-0.002,0.012,0,,0,0,0,0,0,0,0,0,0,,,
412,1,1,1,1,1,1,1,1,1,1,1,1,11642.4,0.002,0.002,0.002,0.023,0.023,0.023,0.053,0.053,0.053,0.002,0.023,0,,0,0,0,0,0,0,0,0,0,,,
413,0,1,1,0,1,1,0,1,1,1,1,1,11669.15,0,0.012,0.012,0,0.039,0.039,0,0.068,0.068,0.012,0.039,0,,-0.012,0,0,-0.037,0,0,-0.064,0,0,,,
414,1,1,1,1,1,1,1,1,1,1,1,1,11813.5,0.008,0.008,0.008,0.038,0.038,0.038,0.069,0.069,0.069,0.008,0.038,0,,0,0,0,0,0,0,0,0,0,,,
415,1,1,1,1,1,1,1,1,1,1,1,1,11908.5,0.018,0.018,0.018,0.046,0.046,0.046,0.071,0.071,0.071,0.018,0.046,0,,0,0,0,0,0,0,0,0,0,,,
416,1,1,1,1,1,1,1,1,1,1,1,1,12120.3,0.012,0.012,0.012,0.042,0.042,0.042,0.047,0.047,0.047,0.012,0.042,0,,0,0,0,0,0,0,0,0,0,,,
417,1,1,1,1,1,1,1,1,1,1,1,1,12263.55,0.016,0.016,0.016,0.04,0.04,0.04,0.037,0.037,0.037,0.016,0.04,0,,0,0,0,0,0,0,0,0,0,,,
418,1,1,1,1,1,1,1,1,1,1,1,1,12461.05,0.014,0.014,0.014,0.018,0.018,0.018,0.026,0.026,0.026,0.014,0.018,0,,0,0,0,0,0,0,0,0,0,,,
419,1,1,1,1,1,1,1,1,1,1,1,1,12631.1,0.009,0.009,0.009,0.007,0.007,0.007,0.019,0.019,0.019,0.009,0.007,0,,0,0,0,0,0,0,0,0,0,,,
420,1,1,1,1,1,1,1,1,1,1,0,1,12749.15,-0.005,-0.005,-0.005,0.002,0.002,0.002,0.015,0.015,0.015,-0.005,0,0,,0,0,0,0,0,0,0,0,0,,,
421,1,1,1,1,1,1,1,1,1,1,0,1,12690.8,0.002,0.002,0.002,0.014,0.014,0.014,0.006,0.006,0.006,0.002,0,0,,0,0,0,0,0,0,0,0,0,,,
422,1,1,0,1,1,0,1,1,1,1,1,1,12719.95,0.005,0.005,0,0.017,0.017,0,0.011,0.011,0.011,0.005,0.017,0,,0,0,-0.005,0,0,-0.017,0,0,0,,,
423,1,1,0,1,1,0,1,1,1,1,1,1,12780.25,0.007,0.007,0,-0.001,-0.001,0,0.011,0.011,0.011,0.007,-0.001,0,,0,0,-0.007,0,0,0.001,0,0,0,,,
424,1,1,1,1,1,1,1,1,1,1,1,1,12874.2,0.005,0.005,0.005,-0.001,-0.001,-0.001,0.014,0.014,0.014,0.005,-0.001,0,,0,0,0,0,0,0,0,0,0,,,
425,1,1,1,1,1,1,1,1,1,1,1,1,12938.25,-0.013,-0.013,-0.013,-0.001,-0.001,-0.001,-0.006,-0.006,-0.006,-0.013,-0.001,0,,0,0,0,0,0,0,0,0,0,,,
426,1,0,1,1,0,1,1,0,1,1,1,1,12771.7,0.007,0,0.007,0.022,0,0.022,0.017,0,0.017,0.007,0.022,0,,0,-0.007,0,0,-0.022,0,0,-0.017,0,,,
427,1,0,1,1,0,1,1,1,1,1,1,1,12859.05,0.005,0,0.005,0,0,0,0.009,0.009,0.009,0.005,0,0,,0,-0.005,0,0,0,0,0,0,0,,,
428,1,1,1,1,1,1,1,1,1,1,1,1,12926.45,0.01,0.01,0.01,0.005,0.005,0.005,0.014,0.014,0.014,0.01,0.005,0,,0,0,0,0,0,0,0,0,0,,,
429,1,1,1,1,1,1,1,1,1,1,1,1,13055.15,-0.015,-0.015,-0.015,-0.007,-0.007,-0.007,0.004,0.004,0.004,-0.015,-0.007,0,,0,0,0,0,0,0,0,0,0,,,
430,0,1,1,0,1,1,1,1,1,1,1,1,12858.4,0,0.01,0.01,0,0.019,0.019,0.021,0.021,0.021,0.01,0.019,0,,-0.01,0,0,-0.019,0,0,0,0,0,,,
431,0,1,1,1,1,1,1,1,1,1,1,1,12987,0,-0.001,-0.001,0.01,0.01,0.01,0.021,0.021,0.021,-0.001,0.01,-1,,0.001,0,0,0,0,0,0,0,0,,,
432,1,1,1,1,1,1,1,1,1,1,1,1,12968.95,0.011,0.011,0.011,0.013,0.013,0.013,0.03,0.03,0.03,0.011,0.013,-1,,0,0,0,0,0,0,0,0,0,,,
433,1,1,1,1,1,0,1,1,1,1,1,1,13109.05,0,0,0,0.011,0.011,0,0.022,0.022,0.022,0,0.011,0,,0,0,0,0,0,-0.011,0,0,0,,,
434,1,1,1,1,1,0,1,1,1,1,1,1,13113.75,0.002,0.002,0.002,0.018,0.018,0,0.032,0.032,0.032,0.002,0.018,0,,0,0,0,0,0,-0.018,0,0,0,,,
435,1,1,1,1,1,1,1,1,1,1,1,1,13133.9,0.009,0.009,0.009,0.02,0.02,0.02,0.026,0.026,0.026,0.009,0.02,0,,0,0,0,0,0,0,0,0,0,,,
436,1,1,1,1,1,1,1,1,1,0,1,0,13258.55,0.007,0.007,0.007,0.02,0.02,0.02,0.019,0.019,0.019,0,0.02,0,,0,0,0,0,0,0,0,0,0,,,
437,1,1,1,1,0,1,1,0,1,0,1,0,13355.75,0.003,0.003,0.003,0.009,0,0.009,0.015,0,0.015,0,0.009,0,,0,0,0,0,-0.009,0,0,-0.015,0,,,
438,1,0,1,1,0,1,1,0,1,1,1,1,13392.95,0.01,0,0.01,0.009,0,0.009,0.013,0,0.013,0.01,0.009,0,,0,-0.01,0,0,-0.009,0,0,-0.013,0,,,
439,1,1,1,1,1,1,1,1,1,1,1,1,13529.1,-0.004,-0.004,-0.004,0.002,0.002,0.002,0.011,0.011,0.011,-0.004,0.002,-1,,0,0,0,0,0,0,0,0,0,,,
440,1,1,0,1,1,0,1,1,1,1,1,1,13478.3,0.003,0.003,0,0.007,0.007,0,0.019,0.019,0.019,0.003,0.007,-1,,0,0,-0.003,0,0,-0.007,0,0,0,,,
441,0,1,0,0,1,0,0,1,1,1,1,1,13513.85,0,0.003,0,0,0.012,0,0,0.018,0.018,0.003,0.012,-1,,-0.003,0,-0.003,-0.012,0,-0.012,-0.018,0,0,,,
442,0,1,1,0,1,1,0,1,1,1,1,1,13558.15,0,0.001,0.001,0,0.013,0.013,0,-0.017,-0.017,0.001,0.013,0,,-0.001,0,0,-0.013,0,0,0.017,0,0,,,
443,1,1,1,1,1,1,1,1,1,1,1,1,13567.85,0.008,0.008,0.008,0.014,0.014,0.014,-0.007,-0.007,-0.007,0.008,0.014,-1,,0,0,0,0,0,0,0,0,0,,,
444,1,0,1,1,0,1,1,0,1,0,1,0,13682.7,0.004,0,0.004,-0.026,0,-0.026,-0.006,0,-0.006,0,-0.026,0,,0,-0.004,0,0,0.027,0,0,0.006,0,,,
445,1,0,0,1,0,0,1,0,1,0,0,0,13740.7,0.001,0,0,-0.02,0,0,0.001,0,0.001,0,0,0,,0,-0.001,-0.001,0,0.02,0.02,0,-0.001,0,,,
446,1,1,0,1,1,0,1,1,1,0,0,0,13760.55,-0.031,-0.031,0,-0.012,-0.012,0,0.008,0.008,0.008,0,0,0,,0,0,0.032,0,0,0.012,0,0,0,,,
447,1,1,0,1,1,0,1,1,0,1,0,1,13328.4,0.01,0.01,0,0.032,0.032,0,0.045,0.045,0,0.01,0,0,,0,0,-0.01,0,0,-0.031,0,0,-0.043,,,
448,0,1,0,0,1,0,0,1,0,0,1,0,13466.3,0,0.01,0,0,0.03,0,0,0.038,0,0,0.03,0,,-0.01,0,-0.01,-0.029,0,-0.029,-0.037,0,-0.037,,,
449,0,0,0,0,0,0,0,0,1,0,0,0,13601.1,0,0,0,0,0,0,0,0,0.028,0,0,0,,-0.011,-0.011,-0.011,-0.024,-0.024,-0.024,-0.027,-0.027,0,,,
450,1,0,1,1,0,1,1,0,1,1,1,1,13749.25,0.009,0,0.009,0.017,0,0.017,0.02,0,0.02,0.009,0.017,-1,,0,-0.009,0,0,-0.017,0,0,-0.019,0,,,
451,1,0,1,1,0,1,1,0,1,1,1,1,13873.2,0.004,0,0.004,0.008,0,0.008,0.019,0,0.019,0.004,0.008,-1,,0,-0.004,0,0,-0.008,0,0,-0.018,0,,,
452,0,0,1,0,0,1,0,0,1,1,1,1,13932.6,0,0,0.004,0,0,0.006,0,0,0.019,0.004,0.006,0,,-0.004,-0.004,0,-0.006,-0.006,0,-0.019,-0.019,0,,,
453,0,0,1,0,0,1,0,1,1,1,1,1,13981.95,0,0,0,0,0,0.011,0,0.012,0.012,0,0.011,0,,0,0,0,-0.011,-0.011,0,-0.012,0,0,,,
454,0,1,1,0,1,1,0,1,1,0,0,0,13981.75,0,0.003,0.003,0,0.016,0.016,0,0.011,0.011,0,0,0,,-0.003,0,0,-0.015,0,0,-0.011,0,0,,,
455,0,1,0,0,1,1,0,1,1,0,0,0,14018.5,0,0.008,0,0,0.009,0.009,0,0.023,0.023,0,0,0,,-0.008,0,-0.008,-0.009,0,0,-0.023,0,0,,,
456,0,1,0,0,1,1,0,1,1,0,1,0,14132.9,0,0.005,0,0,0,0,0,0.025,0.025,0,0,0,,-0.005,0,-0.005,0,0,0,-0.024,0,0,,,
457,0,0,0,0,1,0,0,1,1,1,1,1,14199.5,0,0,0,0,0.01,0,0,0.026,0.026,-0.004,0.01,-1,,0.004,0.004,0.004,-0.01,0,-0.01,-0.025,0,0,,,
458,1,0,0,1,1,1,1,1,1,1,1,1,14146.25,-0.001,0,0,0.024,0.024,0.024,0.03,0.03,0.03,-0.001,0.024,-1,,0,0.001,0.001,0,0,0,0,0,0,,,
459,1,0,1,1,1,1,1,1,1,1,1,1,14137.35,0.015,0,0.015,0.03,0.03,0.03,0.032,0.032,0.032,0.015,0.03,-1,,0,-0.015,0,0,0,0,0,0,0,,,
460,0,0,1,1,1,1,1,1,1,1,1,1,14347.25,0,0,0.01,0.015,0.015,0.015,0.006,0.006,0.006,0.01,0.015,-1,,-0.009,-0.009,0,0,0,0,0,0,0,,,
461,1,1,1,1,1,1,1,1,1,1,1,1,14484.75,0.005,0.005,0.005,0.008,0.008,0.008,-0.014,-0.014,-0.014,0.005,0.008,-1,,0,0,0,0,0,0,0,0,0,,,
462,1,1,0,1,1,0,1,1,1,0,1,0,14563.45,0,0,0,-0.009,-0.009,0,-0.003,-0.003,-0.003,0,-0.009,0,,0,0,0,0,0,0.009,0,0,0,,,
463,1,1,0,1,1,0,1,1,0,0,1,0,14564.85,0.002,0.002,0,-0.019,-0.019,0,0.005,0.005,0,0,-0.019,0,,0,0,-0.002,0,0,0.02,0,0,-0.005,,,
464,1,1,0,1,1,0,1,1,0,0,1,0,14595.6,-0.011,-0.011,0,-0.005,-0.005,0,0,0,0,0,-0.005,0,,0,0,0.011,0,0,0.005,0,0,0,,,
465,1,1,0,1,1,0,1,1,0,0,1,0,14433.7,-0.011,-0.011,0,0.015,0.015,0,-0.004,-0.004,0,0,0.015,0,,0,0,0.011,0,0,-0.014,0,0,0.004,,,
466,1,0,0,1,0,0,1,0,0,0,1,0,14281.3,0.017,0,0,0.022,0,0,-0.003,0,0,0,0.022,0,,0,-0.017,-0.017,0,-0.021,-0.021,0,0.003,0.003,,,
467,1,0,1,1,0,1,1,0,1,0,0,0,14521.15,0.009,0,0.009,-0.01,0,-0.01,-0.038,0,-0.038,0,0,0,,0,-0.008,0,0,0.01,0,0,0.04,0,,,
468,1,0,1,1,0,1,1,0,1,0,1,0,14644.7,-0.004,0,-0.004,-0.028,0,-0.028,-0.056,0,-0.056,0,-0.028,0,,0,0.004,0,0,0.028,0,0,0.06,0,,,
469,1,0,0,1,0,0,0,0,1,0,1,0,14590.35,-0.015,0,0,-0.043,0,0,0,0,-0.066,0,-0.043,0,,0,0.015,0.015,0,0.045,0.045,0.07,0.07,0,,,
470,0,0,1,0,0,1,0,0,1,0,1,0,14371.9,0,0,-0.009,0,0,-0.039,0,0,-0.006,0,-0.039,0,,0.009,0.009,0,0.04,0.04,0,0.006,0.006,0,,,
471,0,1,1,0,1,1,0,1,1,0,1,0,14238.9,0,-0.019,-0.019,0,-0.042,-0.042,0,0.029,0.029,0,-0.042,0,,0.019,0,0,0.044,0,0,-0.028,0,0,,,
472,0,1,1,0,1,1,0,1,1,0,1,0,13967.5,0,-0.011,-0.011,0,0.022,0.022,0,0.059,0.059,0,0.022,0,,0.011,0,0,-0.022,0,0,-0.056,0,0,,,
473,0,0,1,0,0,1,0,0,1,0,0,0,13817.55,0,0,-0.013,0,0,0.06,0,0,0.078,0,0,0,,0.013,0.013,0,-0.057,-0.057,0,-0.072,-0.072,0,,,
474,0,1,0,0,1,1,0,1,1,0,1,0,13634.6,0,0.047,0,0,0.085,0.085,0,0.095,0.095,0,0.085,0,,-0.045,0,-0.045,-0.078,0,0,-0.086,0,0,,,
475,1,1,0,1,1,1,1,1,1,0,1,0,14281.2,0.026,0.026,0,0.043,0.043,0.043,0.058,0.058,0.058,0,0.043,0,,0,0,-0.025,0,0,0,0,0,0,,,
476,1,1,1,1,1,1,1,1,1,0,1,0,14647.85,0.01,0.01,0.01,0.019,0.019,0.019,0.032,0.032,0.032,0,0.019,0,,0,0,0,0,0,0,0,0,0,,,
477,0,1,1,0,1,1,0,1,1,0,0,0,14789.95,0,0.007,0.007,0,0.022,0.022,0,0.021,0.021,0,0,0,,-0.007,0,0,-0.022,0,0,-0.021,0,0,,,
478,1,0,0,1,0,0,1,0,0,0,1,0,14895.65,0.002,0,0,0.014,0,0,0.019,0,0,0,0.014,0,,0,-0.002,-0.002,0,-0.014,-0.014,0,-0.018,-0.018,,,
479,1,0,0,1,0,0,1,0,0,0,1,0,14924.25,0.013,0,0,0.012,0,0,0.016,0,0,0,0.012,0,,0,-0.013,-0.013,0,-0.012,-0.012,0,-0.016,-0.016,,,
480,1,0,0,1,1,0,1,1,0,0,1,0,15115.8,0,0,0,0.004,0.004,0,0.013,0.013,0,0,0.004,0,,0,0,0,0,0,-0.004,0,0,-0.013,,,
481,0,1,0,0,1,0,1,1,0,0,1,0,15109.3,0,0,0,0,0.004,0,0.014,0.014,0,0,0.004,0,,0,0,0,-0.004,0,-0.004,0,0,-0.013,,,
482,0,0,0,0,1,0,0,0,0,0,1,0,15106.5,0,0,0,0,0.014,0,0,0,0,0,0.014,0,,-0.004,-0.004,-0.004,-0.014,0,-0.014,-0.007,-0.007,-0.007,,,
483,0,0,0,1,0,1,1,0,1,0,1,0,15173.3,0,0,0,0.009,0,0.009,-0.004,0,-0.004,0,0.009,0,,0.001,0.001,0.001,0,-0.009,0,0,0.004,0,,,
484,1,0,1,1,0,1,1,0,1,0,1,0,15163.3,0.01,0,0.01,0.003,0,0.003,-0.012,0,-0.012,0,0.003,0,,0,-0.01,0,0,-0.003,0,0,0.012,0,,,
485,1,0,1,1,0,1,1,0,1,0,1,0,15314.7,0,0,0,-0.013,0,-0.013,-0.042,0,-0.042,0,-0.013,0,,0,0,0,0,0.013,0,0,0.044,0,,,
486,0,0,0,0,0,0,0,0,1,0,1,0,15313.45,0,0,0,0,0,0,0,0,-0.04,0,-0.022,0,,0.007,0.007,0.007,0.022,0.022,0.022,0.041,0.041,0,,,
487,0,1,0,0,1,0,0,1,1,1,1,1,15208.9,0,-0.006,0,0,-0.035,0,0,-0.015,-0.015,-0.006,-0.035,-1,,0.006,0,0.006,0.036,0,0.036,0.015,0,0,,,
488,0,1,1,0,1,1,0,1,1,0,1,0,15118.95,0,-0.009,-0.009,0,-0.027,-0.027,0,-0.001,-0.001,0,-0.027,0,,0.009,0,0,0.028,0,0,0.001,0,0,,,
489,0,1,1,0,1,1,0,1,1,0,1,0,14981.75,0,-0.02,-0.02,0,0,0,0,-0.03,-0.03,0,0,0,,0.021,0,0,0,0,0,0.031,0,0,,,
490,0,0,1,0,0,1,0,1,1,0,1,0,14675.7,0,0,0.002,0,0,0.029,0,0.006,0.006,0,0.029,0,,-0.002,-0.002,0,-0.028,-0.028,0,-0.006,0,0,,,
491,1,0,1,1,0,1,1,0,1,0,0,0,14707.8,0.019,0,0.019,-0.012,0,-0.012,0.014,0,0.014,0,0,0,,0,-0.018,0,0,0.012,0,0,-0.014,0,,,
492,1,0,0,1,1,1,1,1,1,0,1,0,14982,0.008,0,0,-0.015,-0.015,-0.015,0.018,0.018,0.018,0,-0.015,0,,0,-0.008,-0.008,0,0,0,0,0,0,,,
493,1,1,0,1,1,1,1,1,1,0,1,0,15097.35,-0.038,-0.038,0,-0.012,-0.012,-0.012,-0.001,-0.001,-0.001,0,-0.012,0,,0,0,0.039,0,0,0,0,0,0,,,
494,0,1,1,0,1,1,0,1,1,1,1,1,14529.15,0,0.016,0.016,0,0.049,0.049,0,0.028,0.028,0.016,0.049,0,,-0.016,0,0,-0.047,0,0,-0.027,0,0,,,
495,0,1,1,0,1,1,0,1,1,1,1,1,14761.55,0,0.011,0.011,0,0.022,0.022,0,0.013,0.013,0.011,0.022,-1,,-0.011,0,0,-0.021,0,0,-0.013,0,0,,,
496,1,0,1,1,0,1,1,1,1,1,1,1,14919.1,0.022,0,0.022,0.001,0,0.001,0.012,0.012,0.012,0.022,0.001,0,,0,-0.021,0,0,-0.001,0,0,0,0,,,
497,1,0,0,1,0,0,1,1,0,1,1,1,15245.6,-0.011,0,0,-0.019,0,0,-0.005,-0.005,0,-0.011,-0.019,0,,0,0.011,0.011,0,0.019,0.019,0,0,0.005,,,
498,0,1,0,1,1,0,1,1,1,1,1,1,15080.75,0,-0.009,0,0.001,0.001,0,-0.003,-0.003,-0.003,-0.009,0.001,0,,0.01,0,0.01,0,0,-0.001,0,0,0,,,
499,1,1,0,1,1,1,1,1,1,1,1,1,14938.1,0.001,0.001,0,0.016,0.016,0.016,-0.001,-0.001,-0.001,0.001,0.016,0,,0,0,-0.001,0,0,0,0,0,0,,,
500,0,1,0,0,1,1,1,1,1,0,1,0,14956.2,0,0.01,0,0,0.005,0.005,-0.003,-0.003,-0.003,0,0.005,0,,-0.009,0,-0.009,-0.005,0,0,0,0,0,,,
501,0,0,0,1,0,1,1,0,1,1,1,1,15098.4,0,0,0,-0.011,0,-0.011,-0.025,0,-0.025,0.005,-0.011,0,,-0.005,-0.005,-0.005,0,0.011,0,0,0.026,0,,,
502,1,0,0,1,0,1,1,1,1,1,1,1,15174.8,-0.009,0,0,-0.017,0,-0.017,-0.041,-0.041,-0.041,-0.009,-0.017,0,,0,0.01,0.01,0,0.018,0,0,0,0,,,
503,1,1,1,1,1,1,1,1,1,1,1,1,15030.95,-0.007,-0.007,-0.007,-0.021,-0.021,-0.021,-0.019,-0.019,-0.019,-0.007,-0.021,0,,0,0,0,0,0,0,0,0,0,,,
504,0,1,0,0,1,0,0,1,1,1,1,1,14929.5,0,-0.001,0,0,-0.025,0,0,-0.013,-0.013,-0.001,-0.025,0,,0.001,0,0.001,0.026,0,0.026,0.013,0,0,,,
505,0,1,1,0,1,1,0,1,1,1,1,1,14910.45,0,-0.013,-0.013,0,-0.011,-0.011,0,-0.006,-0.006,-0.013,-0.011,0,,0.013,0,0,0.011,0,0,0.006,0,0,,,
506,1,0,1,1,1,1,1,1,1,1,1,1,14721.3,-0.011,0,-0.011,0.001,0.001,0.001,-0.012,-0.012,-0.012,-0.011,0.001,0,,0,0.011,0,0,0,0,0,0,0,,,
507,1,0,1,1,1,1,1,1,1,1,1,1,14557.85,0.013,0,0.013,0.018,0.018,0.018,-0.016,-0.016,-0.016,0.013,0.018,0,,0,-0.013,0,0,0,0,0,0,0,,,
508,1,0,1,1,0,1,1,1,1,1,1,1,14744,-0.001,0,-0.001,-0.013,0,-0.013,-0.016,-0.016,-0.016,-0.001,-0.013,0,,0,0.001,0,0,0.013,0,0,0,0,,,
509,0,1,0,0,1,0,0,1,0,1,1,1,14736.4,0,0.005,0,0,-0.028,0,0,0.007,0,0.005,-0.028,0,,-0.005,0,-0.005,0.029,0,0.029,-0.007,0,-0.007,,,
510,0,1,0,0,1,0,1,1,0,1,1,1,14814.75,0,-0.018,0,0,-0.021,0,-0.008,-0.008,0,-0.018,-0.021,0,,0.018,0,0.018,0.021,0,0.021,0,0,0.008,,,
511,1,1,0,1,1,0,1,1,0,1,1,1,14549.4,-0.015,-0.015,0,0.02,0.02,0,0.022,0.022,0,-0.015,0.02,0,,0,0,0.016,0,0,-0.02,0,0,-0.021,,,
512,0,1,0,1,1,1,1,1,1,1,1,1,14324.9,0,0.013,0,0.026,0.026,0.026,0.022,0.022,0.022,0.013,0.026,0,,-0.013,0,-0.013,0,0,0,0,0,0,,,
513,1,0,0,1,0,1,1,0,1,1,1,1,14507.3,0.023,0,0,0.025,0,0.025,0.012,0,0.012,0.023,0.025,0,,0,-0.023,-0.023,0,-0.024,0,0,-0.012,0,,,
514,1,0,1,1,0,1,1,0,1,1,1,1,14845.1,-0.01,0,-0.01,-0.014,0,-0.014,-0.002,0,-0.002,-0.01,-0.014,0,,0,0.011,0,0,0.014,0,0,0.002,0,,,
515,1,0,1,1,0,1,1,0,1,1,1,1,14690.7,0.012,0,0.012,0,0,0,0.012,0,0.012,0.012,0,0,,0,-0.012,0,0,0,0,0,-0.012,0,,,
516,1,0,1,1,1,1,1,1,1,1,1,1,14867.35,-0.015,0,-0.015,-0.003,-0.003,-0.003,-0.002,-0.002,-0.002,-0.015,-0.003,0,,0,0.016,0,0,0,0,0,0,0,,,
517,0,1,0,0,1,1,0,1,1,1,1,1,14637.8,0,0.003,0,0,0.016,0.016,0,-0.022,-0.022,0.003,0.016,0,,-0.003,0,-0.003,-0.016,0,0,0.023,0,0,,,
518,0,1,0,0,1,0,1,1,0,1,1,1,14683.5,0,0.009,0,0,0.01,0,-0.012,-0.012,0,0.009,0.01,0,,-0.009,0,-0.009,-0.01,0,-0.01,0,0,0.012,,,
519,0,1,1,1,1,1,1,1,1,1,1,1,14819.05,0,0.004,0.004,-0.034,-0.034,-0.034,-0.016,-0.016,-0.016,0.004,-0.034,0,,-0.004,0,0,0,0,0,0,0,0,,,
520,1,0,1,1,1,1,1,1,1,1,1,1,14873.8,-0.003,0,-0.003,-0.025,-0.025,-0.025,-0.017,-0.017,-0.017,-0.003,-0.025,0,,0,0.003,0,0,0,0,0,0,0,,,
521,1,0,1,1,0,1,1,0,1,1,1,1,14834.85,-0.035,0,-0.035,-0.017,0,-0.017,-0.032,0,-0.032,-0.035,-0.017,0,,0,0.037,0,0,0.017,0,0,0.033,0,,,
